T2m,WS10m
10.29,3.17
9.65,2.97
9.01,2.77
8.55,2.65
8.09,2.52
7.63,2.4
8.59,2.73
9.55,3.05
10.5,3.38
11.68,3.89
12.85,4.39
14.03,4.9
14.41,5.27
14.79,5.65
15.17,6.03
15.18,5.91
15.18,5.79
15.19,5.67
14.48,5.35
13.77,5.03
13.06,4.7
11.74,3.94
10.43,3.18
9.11,2.41
8.39,2.13
7.67,1.85
6.95,1.57
6.88,1.57
6.82,1.56
6.75,1.56
8.15,1.6
9.55,1.65
10.95,1.7
12.28,1.79
13.6,1.89
14.93,1.99
15.28,2.04
15.63,2.1
15.98,2.15
16.41,2.64
16.85,3.14
17.28,3.63
16.86,3.13
16.45,2.63
16.03,2.12
14.72,2.08
13.42,2.03
12.11,1.99
12.14,2.32
12.16,2.65
12.18,2.98
12.58,3.7
12.98,4.42
13.38,5.14
13.48,5.06
13.59,4.98
13.69,4.9
14.14,5.11
14.58,5.32
15.02,5.53
14.93,5.89
14.84,6.24
14.75,6.59
15.13,6.19
15.5,5.79
15.88,5.39
15.36,4.73
14.84,4.06
14.32,3.39
13.08,2.97
11.85,2.56
10.61,2.14
10.12,2.1
9.62,2.06
9.13,2.01
9.28,2.1
9.43,2.19
9.58,2.28
10.22,2.69
10.86,3.1
11.49,3.52
12.47,3.98
13.44,4.44
14.42,4.9
14.58,5.41
14.74,5.93
14.89,6.44
14.83,6.5
14.77,6.55
14.71,6.61
13.97,6.92
13.23,7.23
12.49,7.54
11.6,7.05
10.71,6.56
9.82,6.07
9.55,5.28
9.27,4.49
9,3.7
8.73,3.68
8.46,3.67
8.19,3.66
8.86,3.94
9.53,4.22
10.19,4.5
10.86,4.87
11.53,5.25
12.2,5.63
12.7,6.06
13.2,6.5
13.69,6.94
13.84,6.51
14,6.08
14.15,5.66
13.9,4.87
13.65,4.09
13.4,3.31
11.65,2.97
9.91,2.63
8.16,2.29
8.19,2.43
8.22,2.57
8.25,2.72
8.9,2.9
9.54,3.09
10.19,3.27
11.04,3.66
11.89,4.05
12.74,4.44
14.26,4.74
15.77,5.05
17.29,5.35
17.11,6.3
16.93,7.25
16.75,8.19
16.49,7.64
16.23,7.08
15.97,6.52
15.5,6.56
15.04,6.6
14.58,6.63
14.17,6.67
13.77,6.7
13.36,6.73
12.77,5.44
12.18,4.16
11.59,2.87
10.41,2.8
9.23,2.74
8.05,2.68
8.87,2.57
9.68,2.46
10.49,2.36
11.39,2.76
12.29,3.16
13.19,3.56
13.64,3.42
14.1,3.27
14.55,3.13
15.03,3.09
15.5,3.05
15.98,3.01
15.71,2.88
15.43,2.75
15.16,2.62
14.31,2.82
13.47,3.02
12.62,3.21
12.41,3.93
12.2,4.65
11.99,5.37
12.64,5.74
13.3,6.12
13.95,6.5
13.81,6.98
13.67,7.46
13.53,7.94
13.42,7.91
13.31,7.87
13.19,7.83
14.34,8.65
15.5,9.46
16.65,10.28
17.88,10.03
19.11,9.79
20.34,9.54
19.94,9.22
19.53,8.9
19.13,8.58
18.37,8.15
17.6,7.72
16.84,7.3
16.31,6.69
15.77,6.07
15.23,5.46
14.95,5.86
14.67,6.26
14.39,6.66
14.48,6.25
14.57,5.84
14.66,5.43
15.09,5.81
15.52,6.19
15.94,6.57
16.18,6.02
16.43,5.48
16.67,4.94
16.96,4.55
17.25,4.16
17.54,3.77
17.12,3.2
16.71,2.63
16.29,2.06
14.59,2.06
12.88,2.06
11.18,2.06
10.48,1.88
9.77,1.7
9.07,1.52
8.39,1.6
7.71,1.69
7.03,1.78
8.77,1.89
10.51,2
12.25,2.11
14.32,2.37
16.39,2.63
18.46,2.88
19.25,2.91
20.05,2.93
20.84,2.95
21.35,3.09
21.85,3.24
22.36,3.38
22.06,2.96
21.76,2.54
21.46,2.12
20.03,2.57
18.6,3.03
17.17,3.48
17.02,3.32
16.87,3.16
16.72,3.01
15.76,3.01
14.81,3.01
13.85,3.01
15.04,3.11
16.23,3.22
17.42,3.32
20.22,3.24
23.01,3.16
25.8,3.08
27.37,3.32
28.94,3.56
30.51,3.81
30.76,3.78
31,3.76
31.25,3.74
29.55,3.1
27.84,2.46
26.14,1.82
24.54,2.61
22.93,3.4
21.33,4.19
20.4,3.68
19.46,3.16
18.52,2.65
17.76,3.35
16.99,4.06
16.23,4.76
16.06,4.43
15.88,4.1
15.7,3.77
16.37,4.01
17.03,4.25
17.69,4.5
18.04,4.28
18.4,4.06
18.75,3.83
18.95,3.92
19.14,4.01
19.34,4.1
18.75,4.1
18.17,4.11
17.58,4.11
15.91,3.56
14.25,3.01
12.58,2.46
12.04,2.34
11.49,2.22
10.95,2.1
10.35,2.1
9.76,2.11
9.16,2.11
10.57,1.9
11.98,1.7
13.39,1.49
14.8,1.56
16.21,1.63
17.62,1.7
18.02,2.22
18.42,2.74
18.82,3.27
18.68,3.53
18.55,3.79
18.41,4.06
17.43,4.27
16.44,4.48
15.46,4.69
14.07,4.55
12.67,4.41
11.28,4.28
10.7,3.96
10.11,3.64
9.53,3.32
9.12,3.07
8.71,2.81
8.3,2.55
9.36,2.9
10.42,3.24
11.47,3.59
12.87,4.02
14.27,4.45
15.67,4.88
16.29,4.87
16.9,4.86
17.52,4.86
17.31,5.19
17.1,5.53
16.89,5.86
16.02,5.92
15.16,5.98
14.29,6.04
13.13,5.57
11.98,5.09
10.82,4.62
10.33,4.54
9.83,4.46
9.34,4.39
9,4.24
8.67,4.1
8.33,3.96
9.1,4.11
9.86,4.25
10.62,4.4
11.91,4.61
13.19,4.81
14.47,5.02
15.23,4.8
16,4.58
16.76,4.36
16.59,4.47
16.43,4.58
16.26,4.69
15.93,4.49
15.59,4.29
15.26,4.08
14.36,4.06
13.46,4.04
12.56,4.01
12.1,4.09
11.63,4.17
11.16,4.25
10.59,3.99
10.01,3.73
9.44,3.48
10.51,3.55
11.57,3.63
12.63,3.71
14.4,4.19
16.16,4.68
17.92,5.16
18.54,4.95
19.16,4.74
19.78,4.54
20.22,4.55
20.65,4.56
21.09,4.57
20.6,4.38
20.11,4.2
19.62,4.01
18.17,4.03
16.72,4.05
15.27,4.07
14.69,4.31
14.11,4.55
13.53,4.79
13,4.52
12.47,4.25
11.94,3.99
12.77,3.94
13.6,3.89
14.42,3.85
16.45,3.87
18.47,3.89
20.49,3.92
21.48,3.79
22.47,3.66
23.46,3.53
23.77,3.66
24.09,3.8
24.4,3.93
23.89,3.81
23.37,3.69
22.86,3.57
21.4,3.57
19.93,3.57
18.47,3.57
17.97,3.68
17.46,3.79
16.95,3.9
16.16,3.59
15.38,3.27
14.59,2.95
15.49,3.06
16.38,3.17
17.27,3.28
19.56,3.47
21.84,3.65
24.12,3.83
25.23,3.52
26.34,3.2
27.45,2.88
27.35,2.72
27.26,2.56
27.16,2.4
26.38,1.99
25.6,1.57
24.82,1.16
23.53,1.64
22.25,2.11
20.96,2.59
20.5,2.85
20.03,3.1
19.57,3.35
19.25,3.41
18.94,3.46
18.62,3.52
18.42,3.95
18.21,4.38
18,4.81
18.77,4.62
19.54,4.43
20.3,4.23
20.98,4.68
21.65,5.13
22.33,5.57
22.1,5.79
21.87,6
21.64,6.22
20.91,5.93
20.18,5.63
19.45,5.34
18.36,5.04
17.26,4.75
16.17,4.46
15.75,4.42
15.33,4.38
14.91,4.34
14.34,3.83
13.78,3.31
13.21,2.8
13.74,2.5
14.27,2.2
14.8,1.9
15.68,1.81
16.56,1.71
17.43,1.61
18.38,1.91
19.34,2.21
20.29,2.51
20.45,2.69
20.6,2.86
20.76,3.03
20.11,3.04
19.45,3.05
18.8,3.06
17.9,3.25
16.99,3.44
16.09,3.63
15.49,3.93
14.88,4.23
14.27,4.52
13.33,4.67
12.38,4.82
11.44,4.97
11.67,5
11.89,5.03
12.11,5.06
13.25,4.82
14.39,4.58
15.52,4.34
16.45,3.83
17.39,3.31
18.32,2.8
18.4,3
18.48,3.2
18.56,3.41
17.86,3.56
17.17,3.71
16.47,3.86
15.09,3.95
13.71,4.04
12.33,4.12
11.71,3.84
11.08,3.56
10.46,3.28
9.78,2.83
9.11,2.38
8.43,1.93
9.36,2.14
10.28,2.35
11.2,2.57
12.33,2.88
13.46,3.19
14.59,3.5
15.26,3.38
15.92,3.26
16.59,3.14
16.92,3.2
17.24,3.25
17.57,3.3
17.03,2.88
16.5,2.47
15.96,2.06
14.61,1.77
13.26,1.49
11.91,1.2
11.23,1.5
10.54,1.81
9.85,2.11
9.18,2.16
8.51,2.21
7.84,2.26
9.53,2.28
11.21,2.3
12.89,2.32
14.78,2.64
16.67,2.97
18.55,3.3
19.54,3.54
20.53,3.77
21.52,4.01
21.95,4.63
22.39,5.25
22.82,5.86
22.17,5.42
21.51,4.98
20.86,4.54
19.76,4.63
18.67,4.72
17.57,4.81
17.31,4.59
17.04,4.36
16.77,4.14
16.43,4.15
16.1,4.17
15.76,4.18
15.57,3.95
15.38,3.73
15.19,3.5
15.75,4
16.3,4.5
16.85,4.99
16.76,5.2
16.67,5.41
16.58,5.61
16.42,5.62
16.27,5.63
16.11,5.64
15.46,5.55
14.81,5.46
14.16,5.37
13.57,4.45
12.97,3.54
12.38,2.62
12.49,2.89
12.59,3.15
12.69,3.42
12.22,3.49
11.75,3.55
11.28,3.61
11.57,3.57
11.85,3.52
12.13,3.48
12.72,3.37
13.3,3.27
13.88,3.17
14.32,3.5
14.75,3.83
15.19,4.17
15.23,4.7
15.26,5.24
15.3,5.78
14.79,5.39
14.29,5
13.78,4.61
13.02,3.95
12.25,3.29
11.49,2.63
11.37,2.6
11.25,2.57
11.13,2.54
10.87,2.6
10.62,2.67
10.36,2.73
10.7,2.85
11.03,2.96
11.36,3.08
12.39,3.01
13.42,2.95
14.44,2.88
15.02,2.65
15.6,2.42
16.18,2.19
16.54,2.21
16.91,2.23
17.27,2.25
16.91,2.11
16.56,1.96
16.2,1.82
15.56,1.7
14.92,1.57
14.28,1.45
13.64,1.52
12.99,1.59
12.35,1.66
12.64,1.82
12.92,1.98
13.21,2.14
13.72,2.3
14.22,2.46
14.72,2.62
15.35,3.31
15.97,4
16.59,4.69
16.47,4.61
16.34,4.53
16.22,4.46
16.53,5.08
16.83,5.71
17.14,6.33
16.9,5.91
16.66,5.49
16.42,5.08
15.31,3.92
14.19,2.76
13.08,1.6
12.98,2.07
12.87,2.55
12.76,3.02
12.75,3.37
12.73,3.72
12.72,4.07
12.76,3.85
12.79,3.63
12.82,3.41
12.92,3.77
13.01,4.14
13.1,4.51
13.3,4.33
13.51,4.14
13.71,3.96
13.45,4.26
13.19,4.57
12.93,4.87
12.66,4.26
12.4,3.65
12.13,3.03
11.4,2.74
10.68,2.44
9.95,2.14
9.92,2.34
9.88,2.54
9.85,2.74
9.69,2.73
9.52,2.72
9.36,2.7
10.11,2.73
10.86,2.75
11.6,2.77
12.5,3.2
13.39,3.63
14.28,4.06
14.94,4.1
15.59,4.14
16.25,4.18
15.94,5.4
15.63,6.62
15.32,7.83
14.75,7.14
14.19,6.44
13.62,5.74
12.79,5.18
11.97,4.62
11.14,4.06
11.11,3.47
11.07,2.88
11.03,2.29
11.07,2.31
11.11,2.34
11.15,2.36
11.62,2.69
12.09,3.02
12.56,3.35
13.67,3.42
14.78,3.49
15.88,3.56
16.69,3.2
17.51,2.84
18.32,2.48
18.8,2.91
19.27,3.33
19.75,3.75
19.53,3.34
19.32,2.92
19.1,2.51
17.6,2.31
16.1,2.11
14.6,1.9
14.38,1.77
14.15,1.64
13.93,1.5
13.58,1.62
13.23,1.73
12.88,1.85
13.95,1.77
15.01,1.68
16.07,1.6
17.68,1.74
19.29,1.89
20.9,2.03
21.51,2.29
22.13,2.54
22.74,2.8
22.69,3.05
22.64,3.31
22.59,3.56
22.06,3.45
21.52,3.35
20.99,3.24
19.21,2.74
17.42,2.23
15.64,1.72
15.35,1.83
15.06,1.94
14.77,2.06
14.19,1.97
13.61,1.88
13.03,1.79
14.32,1.7
15.6,1.6
16.88,1.5
18.69,1.7
20.49,1.89
22.29,2.08
23,2.64
23.72,3.2
24.43,3.75
24.55,3.26
24.67,2.77
24.79,2.28
24.31,2.17
23.83,2.07
23.35,1.97
22.38,1.96
21.41,1.94
20.44,1.93
20.16,1.92
19.88,1.91
19.6,1.9
18.59,2.17
17.58,2.44
16.57,2.7
16.89,3.03
17.21,3.36
17.53,3.68
18.12,3.85
18.71,4.02
19.3,4.19
19.71,4.55
20.12,4.91
20.53,5.27
20.86,5.49
21.19,5.72
21.52,5.94
20.85,5.5
20.17,5.06
19.5,4.62
18.06,3.67
16.63,2.73
15.19,1.78
14.47,1.77
13.74,1.77
13.02,1.77
12.36,1.72
11.71,1.67
11.05,1.63
12.59,1.7
14.13,1.77
15.66,1.85
17.13,2.09
18.6,2.33
20.06,2.57
20.04,2.53
20.01,2.49
19.99,2.46
20.94,2.45
21.89,2.44
22.84,2.43
22.55,2.2
22.27,1.98
21.98,1.75
20.72,1.71
19.47,1.67
18.21,1.63
17.66,1.52
17.1,1.42
16.55,1.31
16.01,1.54
15.46,1.77
14.92,2
15.75,2.07
16.58,2.15
17.4,2.22
18.7,2.25
19.99,2.28
21.28,2.3
21.87,2.49
22.46,2.67
23.05,2.86
23.24,2.97
23.43,3.08
23.62,3.19
22.92,2.9
22.23,2.61
21.53,2.32
19.84,2.18
18.15,2.04
16.46,1.9
15.76,1.88
15.05,1.85
14.34,1.82
13.57,1.87
12.79,1.91
12.02,1.96
13.61,1.9
15.2,1.84
16.78,1.78
18.83,2.01
20.88,2.25
22.92,2.48
23.89,2.31
24.86,2.14
25.83,1.97
26.32,2.2
26.81,2.43
27.3,2.66
26.87,2.55
26.43,2.43
26,2.32
24.51,2.59
23.01,2.87
21.52,3.14
21.04,3.49
20.55,3.83
20.06,4.17
19.5,3.8
18.94,3.44
18.39,3.08
19.22,3.35
20.06,3.63
20.9,3.9
23.26,3.94
25.62,3.99
27.98,4.03
29.39,4.41
30.8,4.8
32.22,5.19
32.67,4.93
33.12,4.68
33.58,4.43
32.95,4.4
32.32,4.38
31.69,4.36
30.46,4.39
29.24,4.41
28.01,4.44
27.53,4.3
27.05,4.16
26.57,4.01
25.73,4.08
24.89,4.15
24.06,4.22
24.4,3.8
24.74,3.37
25.08,2.95
26.65,2.8
28.22,2.65
29.8,2.5
30.98,2.76
32.16,3.03
33.34,3.3
32.53,3.45
31.73,3.61
30.93,3.77
29.01,3.61
27.09,3.45
25.18,3.3
24.3,4.39
23.42,5.48
22.54,6.57
22.01,5.21
21.48,3.86
20.96,2.51
20.17,2.01
19.39,1.51
18.61,1.01
19.31,1.17
20.01,1.34
20.71,1.5
22.29,1.41
23.87,1.31
25.46,1.21
26.52,1.17
27.58,1.13
28.64,1.09
29.06,1.66
29.48,2.23
29.9,2.8
29.63,3
29.36,3.2
29.09,3.39
28.04,3.66
26.99,3.94
25.94,4.21
25.66,4.19
25.37,4.18
25.09,4.17
24.81,3.95
24.54,3.73
24.27,3.52
25.09,3.37
25.91,3.21
26.74,3.06
28.48,3.26
30.22,3.47
31.97,3.67
32.33,3.93
32.7,4.18
33.07,4.44
32.43,4.18
31.79,3.93
31.16,3.67
29.96,3.82
28.76,3.96
27.56,4.11
26.13,3.94
24.71,3.78
23.28,3.61
22.57,3.31
21.86,3
21.16,2.69
20.19,2.64
19.23,2.59
18.27,2.54
19.09,2.41
19.91,2.28
20.73,2.15
21.93,2.29
23.14,2.44
24.35,2.58
25.14,3.04
25.93,3.51
26.72,3.97
25.94,5.41
25.16,6.84
24.39,8.28
22.4,6.64
20.41,5.01
18.43,3.38
18.08,3.81
17.74,4.24
17.4,4.68
17.12,4.5
16.84,4.33
16.57,4.15
16.04,3.94
15.51,3.74
14.99,3.53
15.61,3.77
16.24,4.01
16.87,4.25
18.21,4.31
19.55,4.37
20.9,4.43
21.72,4.52
22.54,4.62
23.36,4.72
23.54,4.43
23.72,4.15
23.9,3.86
23.56,3.02
23.22,2.18
22.88,1.34
21.17,1.57
19.47,1.8
17.77,2.03
17.27,2.17
16.77,2.31
16.27,2.46
16.02,2.6
15.77,2.74
15.53,2.88
16.99,3.09
18.45,3.3
19.92,3.5
22.31,3.34
24.71,3.17
27.11,3.01
27.85,3.49
28.59,3.96
29.34,4.44
28.16,5.28
26.98,6.11
25.81,6.95
24.61,6.52
23.41,6.1
22.22,5.67
21.16,5.6
20.11,5.52
19.06,5.45
18.3,5.66
17.54,5.86
16.78,6.07
16.2,6.22
15.62,6.37
15.04,6.52
15.27,6.57
15.5,6.63
15.74,6.68
16.07,6.84
16.4,7.01
16.74,7.17
16.91,7.27
17.08,7.37
17.26,7.48
17.11,7.26
16.96,7.03
16.82,6.81
16.47,6.52
16.12,6.23
15.78,5.94
15.29,5.38
14.81,4.81
14.32,4.25
14,4.34
13.68,4.44
13.37,4.54
12.96,4.34
12.55,4.14
12.14,3.94
12.59,3.89
13.05,3.83
13.51,3.77
14.28,4.17
15.05,4.58
15.83,4.99
16.34,5.34
16.85,5.69
17.37,6.04
17.47,6.06
17.57,6.07
17.68,6.08
17.2,5.55
16.73,5.02
16.26,4.48
14.95,3.61
13.65,2.74
12.34,1.86
12.22,1.88
12.1,1.9
11.98,1.92
10.53,2.07
9.08,2.22
7.64,2.37
9.34,1.87
11.04,1.37
12.74,0.87
14.67,1.27
16.6,1.67
18.54,2.07
19.54,1.83
20.55,1.58
21.56,1.34
22.11,1.2
22.66,1.06
23.21,0.92
22.95,1.07
22.69,1.21
22.44,1.35
20.99,1.9
19.54,2.45
18.09,2.99
17.85,3.12
17.6,3.25
17.36,3.38
16.91,3.25
16.47,3.11
16.03,2.98
16.59,3.11
17.16,3.24
17.73,3.37
19.93,2.97
22.13,2.58
24.34,2.19
25.55,1.86
26.76,1.52
27.98,1.19
27.39,2.15
26.81,3.12
26.23,4.08
25.1,4.53
23.97,4.98
22.84,5.43
21.32,4.61
19.8,3.78
18.28,2.95
17.92,2.58
17.56,2.21
17.2,1.83
16.98,2.47
16.76,3.11
16.55,3.75
16.83,3.97
17.11,4.19
17.4,4.41
17.77,4.32
18.14,4.22
18.51,4.12
18.06,4.58
17.62,5.04
17.18,5.5
18.2,5.21
19.22,4.91
20.24,4.62
20.04,4.52
19.84,4.43
19.64,4.33
18.88,4.37
18.13,4.4
17.37,4.44
17.2,4.42
17.03,4.4
16.87,4.39
16.59,4.33
16.32,4.28
16.05,4.22
16.25,4
16.46,3.79
16.67,3.57
16.7,3.93
16.73,4.28
16.77,4.63
16.68,4.81
16.6,4.99
16.52,5.17
17.15,5.5
17.79,5.83
18.43,6.17
18.21,5.77
17.99,5.37
17.78,4.98
17.73,4.98
17.69,4.98
17.64,4.98
17.66,4.81
17.67,4.65
17.69,4.48
17.54,4.72
17.39,4.95
17.25,5.19
17.34,5.09
17.43,4.98
17.53,4.88
17.91,4.84
18.29,4.8
18.67,4.76
19.1,4.31
19.53,3.87
19.96,3.42
20.31,3.86
20.67,4.29
21.03,4.73
20.56,4.38
20.1,4.02
19.64,3.67
18.52,3.15
17.41,2.63
16.3,2.11
16.21,1.98
16.12,1.84
16.04,1.71
16.08,1.49
16.12,1.28
16.17,1.06
16.73,1.3
17.29,1.53
17.86,1.77
18.78,2.69
19.7,3.62
20.62,4.55
21.14,4.15
21.66,3.75
22.19,3.35
21.63,3.86
21.07,4.37
20.51,4.88
20.31,4.41
20.12,3.94
19.93,3.46
19.12,2.95
18.31,2.44
17.5,1.93
17.13,1.99
16.76,2.05
16.4,2.11
16.25,2.14
16.1,2.17
15.96,2.19
16,1.85
16.04,1.51
16.09,1.17
17.29,1.15
18.49,1.13
19.7,1.1
21.05,0.93
22.4,0.76
23.75,0.59
24.17,0.97
24.59,1.35
25.01,1.72
24.86,2.02
24.72,2.31
24.58,2.61
23.35,2.86
22.13,3.11
20.91,3.37
20.54,3.74
20.16,4.12
19.79,4.5
20.16,5.13
20.53,5.76
20.91,6.39
21.87,6.45
22.84,6.51
23.81,6.57
24.57,6.5
25.34,6.43
26.11,6.36
26.34,6.49
26.58,6.63
26.82,6.76
27.02,6.32
27.22,5.89
27.42,5.45
26.66,4.87
25.91,4.3
25.16,3.72
23.99,3.31
22.83,2.91
21.66,2.5
21.03,2.95
20.39,3.41
19.76,3.86
18.88,3.84
18.01,3.83
17.14,3.81
17.42,3.85
17.7,3.9
17.99,3.94
18.94,3.84
19.9,3.73
20.86,3.63
21.48,3.98
22.1,4.33
22.73,4.68
22.85,4.63
22.98,4.58
23.11,4.54
22.47,4.12
21.83,3.71
21.19,3.3
19.99,2.8
18.79,2.3
17.59,1.81
17.28,2.28
16.97,2.75
16.67,3.23
16.18,3.08
15.7,2.93
15.22,2.79
15.21,2.47
15.2,2.15
15.2,1.83
16.07,2.11
16.94,2.39
17.81,2.66
18.38,2.61
18.95,2.55
19.52,2.5
20.19,3.64
20.87,4.78
21.55,5.92
21.34,5.31
21.13,4.7
20.93,4.1
19.89,3.96
18.86,3.83
17.82,3.7
16.89,2.98
15.96,2.27
15.03,1.56
14.48,1.69
13.94,1.83
13.4,1.96
14.46,1.84
15.52,1.73
16.59,1.61
18,1.97
19.41,2.32
20.82,2.68
20.96,2.66
21.11,2.64
21.26,2.62
21.41,2.97
21.57,3.31
21.73,3.66
21.76,3.36
21.8,3.06
21.84,2.76
21.4,3.15
20.96,3.54
20.52,3.93
20.37,3.84
20.21,3.76
20.06,3.67
20.12,4.13
20.18,4.6
20.24,5.06
20.01,5.17
19.78,5.28
19.55,5.39
19.95,4.96
20.35,4.53
20.75,4.1
21.7,4.03
22.66,3.97
23.62,3.9
24.2,4.19
24.79,4.48
25.38,4.77
24.9,4.41
24.42,4.06
23.95,3.7
22.68,3.3
21.42,2.91
20.16,2.51
19.8,2.21
19.44,1.9
19.08,1.6
18.3,2.1
17.52,2.6
16.74,3.1
17.26,3.15
17.78,3.2
18.31,3.24
19.47,3.62
20.64,4
21.81,4.37
22.35,4.51
22.89,4.65
23.43,4.79
23.42,4.84
23.41,4.9
23.41,4.95
22.88,4.17
22.36,3.38
21.84,2.59
20.92,2.48
20.01,2.36
19.1,2.25
18.53,2.71
17.95,3.18
17.38,3.64
16.75,3.52
16.13,3.4
15.51,3.28
15.86,3.4
16.21,3.51
16.56,3.63
17.61,3.4
18.66,3.18
19.71,2.95
20.29,3.12
20.88,3.28
21.47,3.45
21.23,3.31
20.99,3.17
20.75,3.03
20.46,2.35
20.17,1.66
19.88,0.98
18.77,1.38
17.67,1.78
16.56,2.18
16.16,1.9
15.75,1.62
15.35,1.34
15.1,1.38
14.85,1.43
14.6,1.48
15.09,1.62
15.58,1.76
16.08,1.9
17.09,1.79
18.1,1.68
19.11,1.57
19.9,1.61
20.69,1.65
21.48,1.68
22.58,1.74
23.69,1.79
24.8,1.85
24.12,2.4
23.44,2.95
22.76,3.5
21.48,3.66
20.21,3.83
18.94,3.99
18.66,3.94
18.37,3.89
18.09,3.83
17.9,4.16
17.71,4.49
17.52,4.81
17.32,5.26
17.12,5.7
16.92,6.14
16.81,6.44
16.7,6.74
16.6,7.05
15.89,8.54
15.18,10.03
14.47,11.52
14.09,11.33
13.72,11.15
13.35,10.97
13.34,10.06
13.34,9.14
13.34,8.23
13.18,7.26
13.03,6.29
12.88,5.32
12.76,4.93
12.64,4.53
12.52,4.14
11.84,3.77
11.17,3.39
10.5,3.02
11.37,2.86
12.24,2.71
13.12,2.55
14.78,2.99
16.45,3.43
18.12,3.88
18.8,4.18
19.49,4.48
20.18,4.79
19.98,4.56
19.79,4.34
19.6,4.11
17.76,3.68
15.93,3.25
14.1,2.81
13.97,3.64
13.84,4.46
13.71,5.28
13.97,5.08
14.23,4.88
14.49,4.68
14.84,5.02
15.2,5.36
15.56,5.7
15.62,5.83
15.68,5.95
15.74,6.08
16.02,6.48
16.3,6.87
16.58,7.27
16.83,7.38
17.09,7.49
17.35,7.6
17.4,7.43
17.45,7.26
17.5,7.09
17.58,7.07
17.67,7.05
17.76,7.03
17.14,6.95
16.53,6.86
15.92,6.77
15.49,6.88
15.06,6.99
14.63,7.1
14.5,6.84
14.38,6.58
14.26,6.32
14.32,6.43
14.38,6.55
14.44,6.66
15.03,7.16
15.62,7.66
16.22,8.17
16.64,8.07
17.07,7.98
17.5,7.89
17.76,7.9
18.03,7.92
18.3,7.93
17.86,7.48
17.42,7.03
16.99,6.58
16.37,6.32
15.76,6.06
15.15,5.81
14.83,5.71
14.5,5.62
14.18,5.53
13.84,5.49
13.51,5.45
13.18,5.41
13.46,5.12
13.74,4.84
14.02,4.55
14.53,4.88
15.05,5.2
15.57,5.53
15.86,6.11
16.15,6.68
16.44,7.26
16.29,7.32
16.14,7.38
16,7.45
15.84,7.13
15.69,6.8
15.54,6.48
14.97,5.83
14.4,5.17
13.83,4.51
13.63,4.2
13.43,3.89
13.24,3.59
12.67,3.47
12.1,3.35
11.54,3.23
12.14,3.18
12.74,3.13
13.34,3.08
14.1,3.53
14.86,3.98
15.63,4.43
15.76,4.02
15.89,3.62
16.02,3.21
15.89,3.53
15.76,3.84
15.64,4.15
15.22,3.76
14.8,3.36
14.38,2.97
13.6,2.65
12.82,2.33
12.04,2.01
11.83,2.11
11.62,2.22
11.42,2.32
10.51,2.21
9.61,2.1
8.71,1.99
9.7,1.85
10.69,1.71
11.68,1.57
13.14,1.47
14.6,1.37
16.07,1.27
16.79,1.15
17.51,1.03
18.24,0.91
18.45,1.13
18.66,1.35
18.87,1.57
18.48,1.72
18.09,1.88
17.7,2.03
16.14,2.18
14.59,2.34
13.03,2.5
12.75,2.74
12.47,2.99
12.2,3.24
11.56,2.86
10.93,2.47
10.3,2.08
10.85,2
11.41,1.93
11.96,1.85
14.21,1.53
16.46,1.21
18.71,0.9
19.75,1.11
20.79,1.33
21.84,1.54
21.84,1.88
21.84,2.22
21.85,2.55
21.11,2.45
20.37,2.34
19.63,2.23
17.96,2.19
16.28,2.14
14.61,2.1
14.4,2.04
14.19,1.98
13.98,1.92
12.61,1.83
11.23,1.74
9.86,1.66
11,1.36
12.15,1.06
13.29,0.76
15.69,0.69
18.08,0.61
20.47,0.54
21.4,0.78
22.32,1.03
23.25,1.27
23.66,1.56
24.07,1.85
24.48,2.14
23.95,2.03
23.43,1.92
22.9,1.81
21.46,2.28
20.03,2.75
18.59,3.23
18.27,3.24
17.94,3.26
17.62,3.27
16.82,3.21
16.02,3.16
15.22,3.1
16.09,3.23
16.95,3.36
17.82,3.49
20.75,3.54
23.67,3.58
26.59,3.63
27.82,3.84
29.04,4.06
30.27,4.28
29.97,4.07
29.67,3.86
29.38,3.66
28.32,3.25
27.26,2.85
26.2,2.44
24.27,2.39
22.35,2.33
20.42,2.28
19.88,2.93
19.34,3.58
18.8,4.23
18.61,3.2
18.42,2.17
18.23,1.13
18.51,1.27
18.79,1.41
19.07,1.54
19.36,1.87
19.65,2.19
19.94,2.51
19.79,2.88
19.64,3.25
19.49,3.61
19.52,3.72
19.56,3.83
19.6,3.93
19.7,3.2
19.81,2.47
19.91,1.74
18.56,1.75
17.22,1.76
15.87,1.77
15.77,1.93
15.68,2.1
15.58,2.26
14.33,2.29
13.07,2.31
11.82,2.33
12.64,2.37
13.45,2.41
14.27,2.46
16.27,2.43
18.27,2.41
20.26,2.39
21.43,2.53
22.6,2.68
23.78,2.83
24.36,3.19
24.94,3.54
25.52,3.9
25.04,3.82
24.56,3.74
24.08,3.66
22.87,3.63
21.66,3.61
20.45,3.59
19.96,3.45
19.46,3.31
18.97,3.17
18.33,2.93
17.7,2.69
17.06,2.46
17.79,2.33
18.52,2.2
19.25,2.07
21.66,2.09
24.07,2.11
26.47,2.12
27.22,2.58
27.96,3.04
28.71,3.5
28.3,4.18
27.89,4.86
27.49,5.53
26.57,4.7
25.64,3.88
24.72,3.05
22.95,2.66
21.17,2.28
19.4,1.89
18.91,1.85
18.41,1.81
17.92,1.77
